sujeto,endpoint,objeto,clave,veredicto,detalle
tech_de_sub_B,GET /tasks/<propia>,propio,job.Estimated_material,PROHIBIDO,material estimado
tech_de_sub_B,GET /tasks/<propia>,propio,job.Estimated_rent,PROHIBIDO,renta estimada
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_final_target_return,PROHIBIDO,retorno final
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_de_sub_B,GET /tasks/<propia>,propio,job.Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_de_sub_B,GET /tasks/<propia>,propio,job.Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_de_sub_B,GET /tasks/<propia>,propio,job.Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_de_sub_B,GET /tasks/<propia>,propio,job.podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /technician/<ajeno>,ajeno,permissions[].Document,PROHIBIDO,DOCUMENTO DE POLÍTICA IAM
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.Notes,PROHIBIDO,notas internas
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Estimated_material,PROHIBIDO,material estimado
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Estimated_rent,PROHIBIDO,renta estimada
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_target_return,PROHIBIDO,retorno final
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Additional_detail,CENTINELA AJENO,dato del mundo A: 'A-NOTA-INTERNA-GQM'
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Po_wtn_wo,CENTINELA AJENO,dato del mundo A: 'A-PO-0001'
tech_de_sub_B,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Project_location,CENTINELA AJENO,dato del mundo A: 'A-DIRECCION-CALLE-FALSA-123'
tech_de_sub_B,GET /technician/,todos,results[].permissions[].Document,PROHIBIDO,DOCUMENTO DE POLÍTICA IAM
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.Notes,PROHIBIDO,notas internas
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Estimated_material,PROHIBIDO,material estimado
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Estimated_rent,PROHIBIDO,renta estimada
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_target_return,PROHIBIDO,retorno final
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Additional_detail,CENTINELA AJENO,dato del mundo A: 'A-NOTA-INTERNA-GQM'
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Po_wtn_wo,CENTINELA AJENO,dato del mundo A: 'A-PO-0001'
tech_de_sub_B,GET /technician/,todos,results[].subcontractor.jobs[].Project_location,CENTINELA AJENO,dato del mundo A: 'A-DIRECCION-CALLE-FALSA-123'
tech_de_sub_B,GET /attachments/,todos,[].job.Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_de_sub_B,GET /attachments/,todos,[].job.Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_de_sub_B,GET /attachments/,todos,[].job.Estimated_material,PROHIBIDO,material estimado
tech_de_sub_B,GET /attachments/,todos,[].job.Estimated_rent,PROHIBIDO,renta estimada
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_final_target_return,PROHIBIDO,retorno final
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_de_sub_B,GET /attachments/,todos,[].job.Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_de_sub_B,GET /attachments/,todos,[].job.Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_de_sub_B,GET /attachments/,todos,[].job.Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_de_sub_B,GET /attachments/,todos,[].job.podio_item_id,PROHIBIDO,id interno de Podio
tech_de_sub_B,GET /attachments/,todos,[].job.Additional_detail,CENTINELA AJENO,dato del mundo A: 'A-NOTA-INTERNA-GQM'
tech_de_sub_B,GET /attachments/,todos,[].job.Po_wtn_wo,CENTINELA AJENO,dato del mundo A: 'A-PO-0001'
tech_de_sub_B,GET /attachments/,todos,[].job.Project_location,CENTINELA AJENO,dato del mundo A: 'A-DIRECCION-CALLE-FALSA-123'
tech_de_sub_B,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_de_sub_B,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Notes,PROHIBIDO,notas internas
tech_de_sub_B,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_de_sub_B,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /technician/<ajeno>,ajeno,permissions[].Document,PROHIBIDO,DOCUMENTO DE POLÍTICA IAM
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.Notes,PROHIBIDO,notas internas
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Estimated_material,PROHIBIDO,material estimado
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Estimated_rent,PROHIBIDO,renta estimada
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_final_target_return,PROHIBIDO,retorno final
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Additional_detail,CENTINELA AJENO,dato del mundo B: 'B-NOTA-INTERNA-GQM'
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Po_wtn_wo,CENTINELA AJENO,dato del mundo B: 'B-PO-0001'
tech_independiente,GET /technician/<ajeno>,ajeno,subcontractor.jobs[].Project_location,CENTINELA AJENO,dato del mundo B: 'B-DIRECCION-CALLE-FALSA-123'
tech_independiente,GET /technician/,todos,results[].permissions[].Document,PROHIBIDO,DOCUMENTO DE POLÍTICA IAM
tech_independiente,GET /technician/,todos,results[].subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_independiente,GET /technician/,todos,results[].subcontractor.Notes,PROHIBIDO,notas internas
tech_independiente,GET /technician/,todos,results[].subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Estimated_material,PROHIBIDO,material estimado
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Estimated_rent,PROHIBIDO,renta estimada
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_final_target_return,PROHIBIDO,retorno final
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /technician/,todos,results[].subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Additional_detail,CENTINELA AJENO,dato del mundo B: 'B-NOTA-INTERNA-GQM'
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Po_wtn_wo,CENTINELA AJENO,dato del mundo B: 'B-PO-0001'
tech_independiente,GET /technician/,todos,results[].subcontractor.jobs[].Project_location,CENTINELA AJENO,dato del mundo B: 'B-DIRECCION-CALLE-FALSA-123'
tech_independiente,GET /attachments/,todos,[].job.Acc_receivable,PROHIBIDO,cuentas por cobrar
tech_independiente,GET /attachments/,todos,[].job.Bldg_dept_fees,PROHIBIDO,tasas del building dept
tech_independiente,GET /attachments/,todos,[].job.Estimated_material,PROHIBIDO,material estimado
tech_independiente,GET /attachments/,todos,[].job.Estimated_rent,PROHIBIDO,renta estimada
tech_independiente,GET /attachments/,todos,[].job.Gqm_adj_formula_pricing,PROHIBIDO,margen ajustado de GQM
tech_independiente,GET /attachments/,todos,[].job.Gqm_final_percentage,PROHIBIDO,porcentaje final
tech_independiente,GET /attachments/,todos,[].job.Gqm_final_prem_in_money,PROHIBIDO,prima final
tech_independiente,GET /attachments/,todos,[].job.Gqm_final_sold_pricing,PROHIBIDO,precio final de venta
tech_independiente,GET /attachments/,todos,[].job.Gqm_final_target_return,PROHIBIDO,retorno final
tech_independiente,GET /attachments/,todos,[].job.Gqm_formula_pricing,PROHIBIDO,margen: fórmula de precio de GQM
tech_independiente,GET /attachments/,todos,[].job.Gqm_paid_fees,PROHIBIDO,honorarios pagados
tech_independiente,GET /attachments/,todos,[].job.Gqm_premium_in_money,PROHIBIDO,prima de GQM
tech_independiente,GET /attachments/,todos,[].job.Gqm_target_return,PROHIBIDO,retorno objetivo de GQM
tech_independiente,GET /attachments/,todos,[].job.Gqm_target_sold_pricing,PROHIBIDO,precio objetivo de venta
tech_independiente,GET /attachments/,todos,[].job.Gqm_total_change_orders,PROHIBIDO,total de change orders
tech_independiente,GET /attachments/,todos,[].job.Gqm_total_materials_fees,PROHIBIDO,total de materiales
tech_independiente,GET /attachments/,todos,[].job.Ptl_gc_fee,PROHIBIDO,fee del general contractor
tech_independiente,GET /attachments/,todos,[].job.Tech_formula_pricing,PROHIBIDO,fórmula de precio del técnico
tech_independiente,GET /attachments/,todos,[].job.podio_item_id,PROHIBIDO,id interno de Podio
tech_independiente,GET /attachments/,todos,[].job.Additional_detail,CENTINELA AJENO,dato del mundo B: 'B-NOTA-INTERNA-GQM'
tech_independiente,GET /attachments/,todos,[].job.Po_wtn_wo,CENTINELA AJENO,dato del mundo B: 'B-PO-0001'
tech_independiente,GET /attachments/,todos,[].job.Project_location,CENTINELA AJENO,dato del mundo B: 'B-DIRECCION-CALLE-FALSA-123'
tech_independiente,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Gqm_compliance,PROHIBIDO,estado de cumplimiento
tech_independiente,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Notes,PROHIBIDO,notas internas
tech_independiente,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.Score,PROHIBIDO,puntuación interna del subcontratista
tech_independiente,GET /tlactivity/job/<ajeno>,ajeno,results[].subcontractor.podio_item_id,PROHIBIDO,id interno de Podio
